DrugBank_ID,UniProt_ID,Kd(nM)
D8393,P556,5
D8394,P556,5
D8395,P378,5
D8396,P432,5
D8397,P121,5
D8398,P44,5
D8399,P19,5
D8400,P909,5
D17,P10,5
D8401,P10,5
D6735,P10,5
D497,P910,5
D3598,P910,5
D8402,P452,5
D8403,P19,5
D8404,P119,5
D8405,P24,5
D857,P875,5
D3303,P855,5
D3303,P911,5
D8406,P24,5
D8407,P19,5
D8408,P62,5
D6611,P62,5
D8409,P62,5
D3303,P855,5
D2733,P291,5
D3627,P78,5
D265,P911,5
D3303,P911,5
D8410,P211,5
D265,P911,5
D2733,P78,5
D2733,P291,5
D5552,P295,5
D21,P11,5
D1098,P11,5
D65,P44,5
D65,P11,5
D2502,P30,5
D5569,P11,5
D8411,P727,5
D857,P617,5
D8412,P113,5
D950,P105,5
D8413,P63,5
D8414,P159,5
D8415,P280,5
D8415,P280,5
D8416,P213,5
D8417,P213,5
D8418,P453,5
D8419,P99,5
D8420,P912,5
D7861,P563,5
D8421,P563,5
D6595,P63,5
D5549,P63,5
D851,P506,5
D8422,P225,5
D2749,P128,5
D3691,P291,5
D4727,P263,5
D8423,P913,5
D8165,P35,5
D8424,P35,5
D7647,P407,5
D8425,P861,5
D8144,P130,5
D1070,P32,5
D8426,P322,5
D8427,P244,5
D8428,P214,5
D8429,P439,5
D860,P439,5
D7473,P568,5
D1047,P91,5
D5651,P103,5
D1047,P91,5
D4537,P178,5
D8430,P257,5
D8431,P478,5
D2527,P48,5
D2528,P16,5
D490,P44,5
D8432,P105,5
D8433,P914,5
D8159,P354,5
D8434,P239,5
D348,P16,5
D349,P16,5
D8435,P430,5
D8436,P430,5
D8437,P430,5
D8437,P430,5
D8438,P430,5
D8165,P35,5
D8166,P35,5
D8165,P35,5
D8439,P915,5
D8440,P793,5
D8441,P916,5
D8442,P879,5
D8443,P879,5
D8444,P879,5
D8445,P879,5
D8446,P879,5
D8447,P879,5
D8448,P879,5
D8449,P879,5
D8450,P879,5
D8451,P879,5
D8452,P879,5
D8453,P879,5
D8454,P879,5
D8455,P879,5
D8456,P879,5
D8457,P879,5
D8458,P879,5
D8459,P879,5
D8460,P879,5
D8461,P879,5
D8462,P879,5
D8463,P879,5
D8464,P879,5
D8465,P879,5
D8466,P879,5
D8467,P879,5
D8468,P879,5
D8469,P879,5
D8470,P879,5
D8471,P879,5
D8472,P879,5
D8473,P879,5
D8474,P879,5
D8475,P879,5
D8476,P879,5
D8477,P879,5
D8478,P879,5
D8479,P879,5
D8480,P879,5
D8481,P105,5
D859,P16,5
D3579,P48,5
D8482,P917,5
D5608,P593,5
D511,P48,5
D323,P105,5
D182,P105,5
D50,P38,5
D61,P44,5
D133,P11,5
D75,P32,5
D73,P32,5
D353,P44,5
D274,P44,5
D71,P30,5
D686,P30,5
D555,P30,5
D275,P31,5
D349,P16,5
D163,P30,5
D165,P46,5
D348,P16,5
D274,P30,5
D73,P30,5
D6648,P599,5
D5610,P85,5
D5610,P783,5
D5610,P565,5
D3711,P155,5
D8483,P918,5
D7345,P919,5
D1103,P137,5
D8484,P268,5
D8485,P354,5
D8486,P550,5
D8487,P920,5
D8488,P197,5
D8489,P72,5
D8489,P72,5
D2665,P65,5
D8490,P35,5
D8491,P285,5
D8420,P912,5
D8492,P719,5
D5995,P421,5
D8493,P3,5
D323,P105,5
D8494,P852,5
D8495,P9,5
D8496,P168,5
D8497,P921,5
D8498,P921,5
D6849,P155,5
D8433,P914,5
D8499,P197,5
D8500,P188,5
D8070,P188,5
D8501,P188,5
D8089,P188,5
D8502,P312,5
D8420,P912,5
D8420,P912,5
D8503,P312,5
D8504,P465,5.01
D8505,P177,5.01
D8506,P147,5.01
D8507,P239,5.01
D8508,P838,5.01
D7438,P148,5.01
D4397,P148,5.01
D159,P148,5.01
D8509,P369,5.01
D8510,P147,5.01
D8511,P147,5.01
D8512,P149,5.01
D8513,P149,5.01
D8514,P89,5.02
D8515,P89,5.03
D8516,P465,5.05
D8517,P465,5.06
D8518,P475,5.07
D253,P922,5.1
D7082,P91,5.1
D7170,P91,5.1
D7170,P91,5.1
D7082,P91,5.1
D8519,P230,5.1
D8520,P218,5.1
D8521,P35,5.1
D7170,P91,5.1
D7082,P91,5.1
D8522,P35,5.1
D8523,P35,5.1
D8524,P35,5.1
D8525,P35,5.1
D8526,P89,5.1
D8527,P2,5.1
D8528,P2,5.1
D8527,P2,5.1
D8528,P2,5.1
D8529,P798,5.1
D265,P922,5.1
D8530,P291,5.1
D3691,P65,5.1
D8530,P291,5.1
D265,P922,5.1
D8531,P310,5.1
D8532,P93,5.1
D8533,P382,5.1
D8534,P382,5.1
D331,P923,5.1
D3266,P870,5.1
D6710,P446,5.1
D8535,P534,5.1
D8536,P519,5.1
D8537,P483,5.1
D8538,P218,5.1
D8530,P291,5.1
D6483,P717,5.1
D7687,P63,5.1
D8539,P536,5.1
D8540,P628,5.1
D8541,P244,5.1
D6909,P65,5.1
D8542,P924,5.1
D331,P923,5.1
D8543,P454,5.1
D8501,P188,5.1
D8544,P312,5.1
D8545,P89,5.11
D8546,P89,5.12
D8547,P147,5.13
D8548,P89,5.15
D8549,P89,5.16
D8550,P89,5.18
D6355,P139,5.2
D7987,P63,5.2
D8551,P55,5.2
D6532,P925,5.2
D333,P926,5.2
D6748,P927,5.2
D8171,P344,5.2
D3514,P621,5.2
D8552,P35,5.2
D8553,P35,5.2
D8554,P35,5.2
D8555,P35,5.2
D8556,P218,5.2
D4959,P928,5.2
D3403,P446,5.2
D4403,P65,5.2
D3628,P154,5.2
D4403,P65,5.2
D8557,P895,5.2
D8558,P113,5.2
D237,P44,5.2
D8559,P65,5.2
D7186,P446,5.2
D5979,P44,5.2
D165,P105,5.2
D8560,P79,5.2
D8561,P3,5.2
D8562,P423,5.2
D7644,P41,5.2
D8563,P164,5.2
D8564,P881,5.21
D8565,P89,5.22
D8566,P89,5.24
D8567,P798,5.25
D8568,P89,5.26
D8569,P451,5.27
D8570,P89,5.29
D8571,P89,5.29
D5661,P209,5.3
D8572,P817,5.3
D8572,P817,5.3
D8573,P80,5.3
D6814,P343,5.3
D8574,P35,5.3
D6453,P266,5.3
D8575,P35,5.3
D8576,P35,5.3
D8577,P89,5.3
D8578,P35,5.3
D8579,P35,5.3
D8580,P44,5.3
D3303,P634,5.3
D3303,P929,5.3
D7302,P78,5.3
D3303,P634,5.3
D3627,P78,5.3
D6711,P241,5.3
D3517,P355,5.3
D7479,P336,5.3
D4835,P195,5.3
D8581,P244,5.3
D2500,P930,5.3
D8582,P863,5.3
D7692,P65,5.3
D8583,P35,5.3
D8584,P804,5.3
D5976,P105,5.3
D87,P44,5.3
D106,P16,5.3
D276,P46,5.3
D8585,P79,5.3
D8586,P49,5.3
D110,P49,5.3
D8587,P35,5.3
D8047,P138,5.3
D8588,P465,5.31
D8589,P89,5.32
D8590,P438,5.34
D2548,P175,5.35
D8591,P89,5.37
D8592,P89,5.37
D7606,P52,5.37
D8593,P118,5.37
D2651,P151,5.4
D253,P442,5.4
D7125,P710,5.4
D7392,P710,5.4
D8594,P35,5.4
D8595,P35,5.4
D7231,P41,5.4
D8596,P35,5.4
D8597,P35,5.4
D8598,P35,5.4
D8599,P35,5.4
D8600,P35,5.4
D8601,P89,5.4
D8602,P35,5.4
D153,P65,5.4
D8603,P10,5.4
D3303,P796,5.4
D2651,P65,5.4
D2733,P291,5.4
D3303,P796,5.4
D265,P442,5.4
D3303,P65,5.4
D3517,P78,5.4
D265,P442,5.4
D2733,P291,5.4
D2651,P65,5.4
D8604,P211,5.4
D7309,P376,5.4
D7606,P52,5.4
D701,P288,5.4
D2699,P730,5.4
D8605,P135,5.4
D2733,P291,5.4
D6483,P717,5.4
D8606,P65,5.4
D8607,P228,5.4
D8608,P277,5.4
D6838,P180,5.4
D8609,P257,5.4
D8610,P827,5.4
D553,P11,5.4
D8611,P374,5.4
D8612,P402,5.4
D8613,P485,5.4
D2685,P32,5.4
D4412,P11,5.4
D87,P34,5.4
D8614,P129,5.4
D3178,P294,5.4
D8615,P35,5.4
D7578,P65,5.4
D6290,P814,5.4
D169,P65,5.4
D8500,P188,5.4
D2639,P82,5.4
D8616,P89,5.42
D8617,P89,5.44
D8618,P465,5.45
D8619,P89,5.46
D621,P385,5.5
D621,P297,5.5
D253,P931,5.5
D4466,P65,5.5
D8620,P932,5.5
D8621,P35,5.5
D8622,P201,5.5
D8623,P201,5.5
D8624,P201,5.5
D8625,P201,5.5
D8626,P201,5.5
D8627,P201,5.5
D8628,P201,5.5
D8629,P201,5.5
D8630,P201,5.5
D8631,P201,5.5
D8632,P201,5.5
D8633,P201,5.5
D8634,P201,5.5
D8635,P201,5.5
D8636,P201,5.5
D8637,P201,5.5
D8638,P201,5.5
D8639,P201,5.5
D8640,P201,5.5
D8641,P201,5.5
D8642,P201,5.5
D8643,P201,5.5
D8644,P201,5.5
D8645,P201,5.5
D8646,P201,5.5
D8647,P201,5.5
D8648,P201,5.5
D8649,P201,5.5
D8650,P201,5.5
D8651,P201,5.5
D8652,P201,5.5
D8653,P201,5.5
D8654,P201,5.5
D8655,P201,5.5
D8656,P201,5.5
D8657,P201,5.5
D8658,P201,5.5
D8659,P201,5.5
D8660,P201,5.5
D8661,P201,5.5
D8662,P201,5.5
D8663,P201,5.5
D8664,P201,5.5
D8665,P201,5.5
D8666,P201,5.5
D8667,P201,5.5
D8668,P201,5.5
D8669,P201,5.5
D8670,P201,5.5
D8671,P201,5.5
D8672,P201,5.5
D8673,P202,5.5
D8674,P202,5.5
D8675,P202,5.5
D8676,P202,5.5
D8677,P202,5.5
D8678,P202,5.5
D8679,P202,5.5
D8680,P202,5.5
D8681,P202,5.5
D8682,P202,5.5
D8683,P202,5.5
D8684,P202,5.5
D8685,P202,5.5
D8686,P202,5.5
D8687,P202,5.5
D8688,P202,5.5
D8689,P202,5.5
D8690,P202,5.5
D8691,P202,5.5
D8692,P202,5.5
D8693,P202,5.5
D8694,P202,5.5
D8695,P202,5.5
D8696,P202,5.5
D8697,P202,5.5
D8698,P202,5.5
D8699,P202,5.5
D8700,P202,5.5
D8701,P202,5.5
D8702,P202,5.5
D8703,P202,5.5
D8704,P202,5.5
D8705,P202,5.5
D8706,P202,5.5
D8707,P202,5.5
D8708,P202,5.5
D8709,P202,5.5
D8710,P202,5.5
D8711,P202,5.5
D8712,P202,5.5
D8713,P202,5.5
D8714,P202,5.5
D8715,P202,5.5
D8716,P202,5.5
D8716,P202,5.5
D8717,P202,5.5
D8718,P202,5.5
D8719,P202,5.5
D8720,P202,5.5
D8721,P202,5.5
D8722,P202,5.5
D8723,P202,5.5
D8724,P202,5.5
D3868,P202,5.5
D8725,P202,5.5
D3880,P202,5.5
D8726,P202,5.5
D8727,P202,5.5
D8728,P202,5.5
D8729,P202,5.5
D8730,P202,5.5
D3901,P202,5.5
D8731,P202,5.5
D8732,P202,5.5
D8733,P202,5.5
D8734,P202,5.5
D8735,P202,5.5
D1400,P202,5.5
D8736,P202,5.5
D8737,P202,5.5
D8738,P202,5.5
D1454,P202,5.5
D1472,P202,5.5
D1484,P202,5.5
D1507,P202,5.5
D8739,P202,5.5
D3920,P202,5.5
D1559,P202,5.5
D8740,P202,5.5
D8741,P202,5.5
D8742,P202,5.5
D1575,P202,5.5
D1586,P202,5.5
D1496,P202,5.5
D8743,P202,5.5
D8744,P202,5.5
D8745,P202,5.5
D8746,P202,5.5
D8747,P202,5.5
D8748,P202,5.5
D8749,P202,5.5
D8750,P202,5.5
D8751,P202,5.5
D8752,P202,5.5
D1659,P202,5.5
D8745,P202,5.5
D8753,P202,5.5
D8754,P202,5.5
D1500,P202,5.5
D8755,P202,5.5
D1668,P202,5.5
D1671,P202,5.5
D8756,P202,5.5
D8757,P202,5.5
D1723,P202,5.5
D8758,P202,5.5
D3994,P202,5.5
D8759,P202,5.5
D1828,P202,5.5
D4080,P202,5.5
D4083,P202,5.5
D8760,P202,5.5
D1811,P202,5.5
D8761,P202,5.5
D8762,P202,5.5
D1803,P202,5.5
D8763,P202,5.5
D1830,P202,5.5
D1974,P202,5.5
D8764,P202,5.5
D8765,P202,5.5
D8766,P202,5.5
D8767,P202,5.5
D8768,P202,5.5
D8769,P202,5.5
D1841,P202,5.5
D8759,P202,5.5
D8770,P202,5.5
D4016,P202,5.5
D8771,P202,5.5
D8772,P202,5.5
D1789,P202,5.5
D8773,P202,5.5
D8774,P202,5.5
D1752,P202,5.5
D1744,P202,5.5
D8775,P202,5.5
D8776,P202,5.5
D1781,P202,5.5
D3990,P202,5.5
D8777,P202,5.5
D3980,P202,5.5
D1698,P202,5.5
D1734,P202,5.5
D8778,P202,5.5
D8779,P202,5.5
D1743,P202,5.5
D2083,P202,5.5
D1721,P202,5.5
D1740,P202,5.5
D8780,P202,5.5
D1697,P202,5.5
D3986,P202,5.5
D3975,P202,5.5
D8781,P202,5.5
D1737,P202,5.5
D8782,P202,5.5
D1836,P202,5.5
D8783,P202,5.5
D8673,P202,5.5
D8674,P202,5.5
D8675,P202,5.5
D8676,P202,5.5
D8677,P202,5.5
D8678,P202,5.5
D8679,P202,5.5
D8680,P202,5.5
D8681,P202,5.5
D8682,P202,5.5
D8683,P202,5.5
D8684,P202,5.5
D8685,P202,5.5
D8686,P202,5.5
D8687,P202,5.5
D8688,P202,5.5
D8689,P202,5.5
D8690,P202,5.5
D8691,P202,5.5
D8692,P202,5.5
D8693,P202,5.5
D8694,P202,5.5
D8695,P202,5.5
D8696,P202,5.5
D8697,P202,5.5
D8698,P202,5.5
D8699,P202,5.5
D8700,P202,5.5
D8701,P202,5.5
D8702,P202,5.5
D8703,P202,5.5
D8704,P202,5.5
D8705,P202,5.5
D8706,P202,5.5
D8707,P202,5.5
D8708,P202,5.5
D8709,P202,5.5
D8710,P202,5.5
D8711,P202,5.5
D8712,P202,5.5
D8713,P202,5.5
D8714,P202,5.5
D8715,P202,5.5
D8716,P202,5.5
D8716,P202,5.5
D8717,P202,5.5
D8718,P202,5.5
D8719,P202,5.5
D8720,P202,5.5
D8721,P202,5.5
D8722,P202,5.5
D8723,P202,5.5
D8724,P202,5.5
D3868,P202,5.5
D8725,P202,5.5
D3880,P202,5.5
D8726,P202,5.5
D8727,P202,5.5
D8728,P202,5.5
D8729,P202,5.5
D8730,P202,5.5
D3901,P202,5.5
D8731,P202,5.5
D8732,P202,5.5
D8733,P202,5.5
D8734,P202,5.5
D8735,P202,5.5
D1400,P202,5.5
D8736,P202,5.5
D1477,P202,5.5
D8738,P202,5.5
D1454,P202,5.5
D1472,P202,5.5
D1484,P202,5.5
D1507,P202,5.5
D8739,P202,5.5
D3920,P202,5.5
D1559,P202,5.5
D8740,P202,5.5
D8741,P202,5.5
D8742,P202,5.5
D1575,P202,5.5
D1586,P202,5.5
D1496,P202,5.5
D8743,P202,5.5
D8744,P202,5.5
D8745,P202,5.5
D8746,P202,5.5
D8747,P202,5.5
D8748,P202,5.5
D8749,P202,5.5
D8750,P202,5.5
D8751,P202,5.5
D8752,P202,5.5
D1659,P202,5.5
D8745,P202,5.5
D8753,P202,5.5
D8754,P202,5.5
D1500,P202,5.5
D8755,P202,5.5
D1668,P202,5.5
D1671,P202,5.5
D8756,P202,5.5
D8757,P202,5.5
D1723,P202,5.5
D8758,P202,5.5
D3994,P202,5.5
D8759,P202,5.5
D1828,P202,5.5
D4080,P202,5.5
D4083,P202,5.5
D8760,P202,5.5
D1811,P202,5.5
D8761,P202,5.5
D8762,P202,5.5
D1803,P202,5.5
D8763,P202,5.5
D1830,P202,5.5
D1974,P202,5.5
D8764,P202,5.5
D8765,P202,5.5
D8766,P202,5.5
D8767,P202,5.5
D8768,P202,5.5
D8769,P202,5.5
D1841,P202,5.5
D8759,P202,5.5
D8770,P202,5.5
D4016,P202,5.5
D8771,P202,5.5
D8772,P202,5.5
D1789,P202,5.5
D8773,P202,5.5
D8774,P202,5.5
D1752,P202,5.5
D1744,P202,5.5
D8775,P202,5.5
D8776,P202,5.5
D1781,P202,5.5
D3990,P202,5.5
D8777,P202,5.5
D3980,P202,5.5
D1698,P202,5.5
D1734,P202,5.5
D8778,P202,5.5
D8779,P202,5.5
D1743,P202,5.5
D2083,P202,5.5
D1721,P202,5.5
D1740,P202,5.5
D8784,P202,5.5
D8785,P202,5.5
D3986,P202,5.5
D3975,P202,5.5
D8781,P202,5.5
D1737,P202,5.5
D8782,P202,5.5
D1836,P202,5.5
D8783,P202,5.5
D8786,P202,5.5
D8787,P202,5.5
D8788,P202,5.5
D8789,P202,5.5
D8790,P202,5.5
D8791,P202,5.5
D8792,P202,5.5
D8793,P202,5.5
D8794,P202,5.5
D8795,P202,5.5
D8796,P202,5.5
D8797,P202,5.5
D8798,P202,5.5
D8799,P202,5.5
D8800,P202,5.5
D8801,P202,5.5
D8802,P202,5.5
D8803,P202,5.5
D8804,P202,5.5
D8805,P202,5.5
D8806,P202,5.5
D8807,P202,5.5
D8808,P202,5.5
D8809,P202,5.5
D8810,P202,5.5
D8811,P202,5.5
D8812,P202,5.5
D8813,P202,5.5
D8814,P202,5.5
D8815,P202,5.5
D8816,P202,5.5
D8817,P202,5.5
D8818,P202,5.5
D8819,P202,5.5
D8820,P202,5.5
D8821,P202,5.5
D8822,P202,5.5
D8823,P202,5.5
D8824,P202,5.5
D8825,P202,5.5
D8826,P202,5.5
D8827,P202,5.5
D8828,P202,5.5
D8829,P202,5.5
D8830,P202,5.5
D8831,P202,5.5
D8832,P202,5.5
D8833,P202,5.5
D8834,P202,5.5
D8835,P202,5.5
D8836,P202,5.5
D8837,P202,5.5
D8838,P202,5.5
D8839,P202,5.5
D8840,P202,5.5
D8841,P202,5.5
D8842,P202,5.5
D8843,P202,5.5
D8844,P202,5.5
D8845,P202,5.5
D8846,P202,5.5
D8847,P202,5.5
D8848,P202,5.5
D2950,P202,5.5
D8849,P202,5.5
D8850,P202,5.5
D8851,P202,5.5
D8852,P202,5.5
D8853,P202,5.5
D8854,P202,5.5
D8855,P202,5.5
D8856,P202,5.5
D8857,P202,5.5
D8858,P202,5.5
D8848,P202,5.5
D4656,P202,5.5
D8859,P202,5.5
D8860,P202,5.5
D8861,P202,5.5
D8862,P202,5.5
D8863,P202,5.5
D8864,P202,5.5
D8865,P202,5.5
D8866,P202,5.5
D8867,P202,5.5
D8868,P202,5.5
D8869,P202,5.5
D8870,P202,5.5
D8871,P202,5.5
D8872,P202,5.5
D4671,P202,5.5
D8873,P202,5.5
D8874,P202,5.5
D8875,P202,5.5
D8876,P202,5.5
D8877,P202,5.5
D8878,P202,5.5
D8879,P202,5.5
D8880,P202,5.5
D8881,P202,5.5
D8882,P202,5.5
D8883,P202,5.5
D8884,P202,5.5
D8868,P202,5.5
D8885,P202,5.5
D8886,P202,5.5
D8887,P202,5.5
D8888,P202,5.5
D8889,P202,5.5
D774,P202,5.5
D8890,P202,5.5
D8891,P202,5.5
D8892,P202,5.5
D8893,P202,5.5
D8894,P202,5.5
D8895,P202,5.5
D8896,P202,5.5
D8897,P202,5.5
D8898,P202,5.5
D8899,P202,5.5
D8900,P202,5.5
D8901,P202,5.5
D8902,P202,5.5
D8903,P202,5.5
D8904,P202,5.5
D8905,P202,5.5
D8906,P202,5.5
D8907,P202,5.5
D8908,P202,5.5
D8909,P202,5.5
D8910,P202,5.5
D8911,P202,5.5
D8912,P202,5.5
D8913,P202,5.5
D8914,P202,5.5
D8915,P202,5.5
D8916,P202,5.5
D8917,P202,5.5
D8918,P202,5.5
D8622,P202,5.5
D8623,P202,5.5
D8624,P202,5.5
D8625,P202,5.5
D8626,P202,5.5
D8627,P202,5.5
D8628,P202,5.5
D8629,P202,5.5
D8630,P202,5.5
D8631,P202,5.5
D8632,P202,5.5
D8633,P202,5.5
D8634,P202,5.5
D8635,P202,5.5
D8636,P202,5.5
D8637,P202,5.5
D8638,P202,5.5
D8639,P202,5.5
D8640,P202,5.5
D8641,P202,5.5
D8642,P202,5.5
D8643,P202,5.5
D8644,P202,5.5
D8645,P202,5.5
D8646,P202,5.5
D8647,P202,5.5
D8648,P202,5.5
D8649,P202,5.5
D8650,P202,5.5
D8651,P202,5.5
D8652,P202,5.5
D8653,P202,5.5
D8654,P202,5.5
D8655,P202,5.5
D8656,P202,5.5
D8657,P202,5.5
D8658,P202,5.5
D8659,P202,5.5
D8660,P202,5.5
D8661,P202,5.5
D8662,P202,5.5
D8663,P202,5.5
D8664,P202,5.5
D8665,P202,5.5
D8666,P202,5.5
D8667,P202,5.5
D8668,P202,5.5
D8669,P202,5.5
D8670,P202,5.5
D8671,P202,5.5
D8672,P202,5.5
D8919,P41,5.5
D8920,P35,5.5
D8673,P202,5.5
D8674,P202,5.5
D8675,P202,5.5
D8676,P202,5.5
D8677,P202,5.5
D8678,P202,5.5
D8679,P202,5.5
D8680,P202,5.5
D8681,P202,5.5
D8682,P202,5.5
D8683,P202,5.5
D8684,P202,5.5
D8685,P202,5.5
D8686,P202,5.5
D8687,P202,5.5
D8688,P202,5.5
D8689,P202,5.5
D8690,P202,5.5
D8691,P202,5.5
D8692,P202,5.5
D8693,P202,5.5
D8694,P202,5.5
D8695,P202,5.5
D8696,P202,5.5
D8697,P202,5.5
D8698,P202,5.5
D8699,P202,5.5
D8700,P202,5.5
D8701,P202,5.5
D8702,P202,5.5
D8703,P202,5.5
D8704,P202,5.5
D8705,P202,5.5
D8706,P202,5.5
D8707,P202,5.5
D8708,P202,5.5
D8709,P202,5.5
D8710,P202,5.5
D8711,P202,5.5
D8712,P202,5.5
D8713,P202,5.5
D8714,P202,5.5
D8715,P202,5.5
D8716,P202,5.5
D8716,P202,5.5
D8717,P202,5.5
D8718,P202,5.5
D8719,P202,5.5
D8720,P202,5.5
D8721,P202,5.5
D8722,P202,5.5
D8723,P202,5.5
D8724,P202,5.5
D3868,P202,5.5
D8725,P202,5.5
D3880,P202,5.5
D8726,P202,5.5
D8727,P202,5.5
D8728,P202,5.5
D8729,P202,5.5
D8730,P202,5.5
D3901,P202,5.5
D8731,P202,5.5
D8732,P202,5.5
D8733,P202,5.5
D8734,P202,5.5
D8735,P202,5.5
D1400,P202,5.5
D8736,P202,5.5
D8737,P202,5.5
D8738,P202,5.5
D1454,P202,5.5
D1472,P202,5.5
D1484,P202,5.5
D1507,P202,5.5
D8739,P202,5.5
D3920,P202,5.5
D1559,P202,5.5
D8740,P202,5.5
D8741,P202,5.5
D8742,P202,5.5
D1575,P202,5.5
D1586,P202,5.5
D1496,P202,5.5
D8743,P202,5.5
D8744,P202,5.5
D8745,P202,5.5
D8746,P202,5.5
D8747,P202,5.5
D8748,P202,5.5
D8749,P202,5.5
D8750,P202,5.5
D8751,P202,5.5
D8921,P202,5.5
D1659,P202,5.5
D8745,P202,5.5
D8753,P202,5.5
D8754,P202,5.5
D1500,P202,5.5
D8755,P202,5.5
D1668,P202,5.5
D1671,P202,5.5
D8756,P202,5.5
D8757,P202,5.5
D1723,P202,5.5
D8758,P202,5.5
D3994,P202,5.5
D8759,P202,5.5
D1828,P202,5.5
D4080,P202,5.5
D4083,P202,5.5
D8760,P202,5.5
D1811,P202,5.5
D8761,P202,5.5
D8762,P202,5.5
D1803,P202,5.5
D8763,P202,5.5
D1830,P202,5.5
D1974,P202,5.5
D8764,P202,5.5
D8765,P202,5.5
D8766,P202,5.5
D8767,P202,5.5
D8768,P202,5.5
D8769,P202,5.5
D1841,P202,5.5
D8759,P202,5.5
D8770,P202,5.5
D4016,P202,5.5
D8771,P202,5.5
D8772,P202,5.5
D1789,P202,5.5
D8773,P202,5.5
D8774,P202,5.5
D1752,P202,5.5
D1744,P202,5.5
D8775,P202,5.5
D8776,P202,5.5
D1781,P202,5.5
D3990,P202,5.5
D8777,P202,5.5
D3980,P202,5.5
D1698,P202,5.5
D1734,P202,5.5
D8778,P202,5.5
D8779,P202,5.5
D1743,P202,5.5
D2083,P202,5.5
D1721,P202,5.5
D1740,P202,5.5
D8780,P202,5.5
D1697,P202,5.5
D3986,P202,5.5
D3975,P202,5.5
D8781,P202,5.5
D1737,P202,5.5
D8782,P202,5.5
D1836,P202,5.5
D8783,P202,5.5
D4034,P81,5.5
D8922,P81,5.5
D8923,P81,5.5
D8924,P81,5.5
D8925,P81,5.5
D8926,P81,5.5
D8927,P81,5.5
D8928,P81,5.5
D8929,P81,5.5
D8930,P81,5.5
D8931,P89,5.5
D8622,P202,5.5
D8623,P202,5.5
D8932,P202,5.5
D8625,P202,5.5
D8626,P202,5.5
D8627,P202,5.5
D8628,P202,5.5
D8629,P202,5.5
D8630,P202,5.5
D8631,P202,5.5
D8632,P202,5.5
D8633,P202,5.5
D8634,P202,5.5
D8635,P202,5.5
D8636,P202,5.5
D8637,P202,5.5
D8638,P202,5.5
D8639,P202,5.5
D8640,P202,5.5
D8641,P202,5.5
D8642,P202,5.5
D8643,P202,5.5
D8644,P202,5.5
D8645,P202,5.5
D8646,P202,5.5
D8647,P202,5.5
D8648,P202,5.5
D8649,P202,5.5
D8650,P202,5.5
D8651,P202,5.5
D8652,P202,5.5
D8653,P202,5.5
D8654,P202,5.5
D8655,P202,5.5
D8656,P202,5.5
D8657,P202,5.5
D8658,P202,5.5
D8659,P202,5.5
D8660,P202,5.5
D8661,P202,5.5
D8662,P202,5.5
D8663,P202,5.5
D8664,P202,5.5
D8665,P202,5.5
D8666,P202,5.5
D2839,P202,5.5
D2840,P202,5.5
D2841,P202,5.5
D2842,P202,5.5
D2843,P202,5.5
D8786,P202,5.5
D8787,P202,5.5
D8788,P202,5.5
D8789,P202,5.5
D8790,P202,5.5
D8791,P202,5.5
D8792,P202,5.5
D8793,P202,5.5
D8794,P202,5.5
D8795,P202,5.5
D8796,P202,5.5
D8797,P202,5.5
D8798,P202,5.5
D8799,P202,5.5
D8800,P202,5.5
D8801,P202,5.5
D8802,P202,5.5
D8803,P202,5.5
D8804,P202,5.5
D8805,P202,5.5
D8806,P202,5.5
D8807,P202,5.5
D8808,P202,5.5
D8809,P202,5.5
D8810,P202,5.5
D8811,P202,5.5
D8812,P202,5.5
D8813,P202,5.5
D8814,P202,5.5
D8815,P202,5.5
D8816,P202,5.5
D8817,P202,5.5
D8818,P202,5.5
D8819,P202,5.5
D8820,P202,5.5
D8821,P202,5.5
D8822,P202,5.5
D8823,P202,5.5
D8824,P202,5.5
D8825,P202,5.5
D8826,P202,5.5
D8827,P202,5.5
D8828,P202,5.5
D8829,P202,5.5
D8830,P202,5.5
D8831,P202,5.5
D8832,P202,5.5
D8833,P202,5.5
D8834,P202,5.5
D8835,P202,5.5
D8836,P202,5.5
D8837,P202,5.5
D8838,P202,5.5
D8839,P202,5.5
D8840,P202,5.5
D8841,P202,5.5
D8842,P202,5.5
D8843,P202,5.5
D8844,P202,5.5
D8845,P202,5.5
D8846,P202,5.5
D8847,P202,5.5
D8848,P202,5.5
D2950,P202,5.5
D8849,P202,5.5
D8850,P202,5.5
D8851,P202,5.5
D8852,P202,5.5
D8853,P202,5.5
D8854,P202,5.5
D8855,P202,5.5
D8856,P202,5.5
D8857,P202,5.5
D8858,P202,5.5
D8848,P202,5.5
D4656,P202,5.5
D8859,P202,5.5
D8860,P202,5.5
D8861,P202,5.5
D8862,P202,5.5
D8863,P202,5.5
D8864,P202,5.5
D8865,P202,5.5
D8866,P202,5.5
D8867,P202,5.5
D8868,P202,5.5
D8869,P202,5.5
D8870,P202,5.5
D8871,P202,5.5
D8872,P202,5.5
D4671,P202,5.5
D8873,P202,5.5
D8874,P202,5.5
D8875,P202,5.5
D8876,P202,5.5
D8877,P202,5.5
D8878,P202,5.5
D8879,P202,5.5
D8880,P202,5.5
D8881,P202,5.5
D8882,P202,5.5
D8883,P202,5.5
D8884,P202,5.5
D8868,P202,5.5
D8885,P202,5.5
D8886,P202,5.5
D8887,P202,5.5
